,yrsurv,age,gender,irstrata,fearfail,suskill,opport,knowent,discent,exreason,bstart
4529,2009,29,1,4,1,1,2,1,0,0,1
4534,2009,60,1,4,1,2,2,2,0,0,2
4535,2009,34,1,4,1,2,2,2,0,0,2
4544,2009,36,1,2,2,1,1,1,0,0,1
4545,2009,40,1,2,2,1,-1,1,0,0,1
4549,2009,25,1,2,2,-1,-1,1,0,0,1
4550,2009,30,1,2,2,1,-1,1,0,0,1
4554,2009,26,1,2,2,1,-1,1,0,0,1
4564,2009,26,1,2,2,1,-1,1,0,0,2
4566,2009,34,1,2,2,1,-1,1,0,0,2
4575,2009,36,1,2,2,1,1,1,0,0,1
4582,2009,32,1,2,2,1,1,1,0,0,1
4586,2009,37,1,2,1,1,1,1,0,0,2
4587,2009,32,1,2,1,1,1,1,0,0,2
4589,2009,29,1,2,1,1,-1,1,0,0,2
4592,2009,35,1,2,2,1,2,1,0,0,2
4593,2009,25,1,2,2,-1,2,1,0,0,2
4600,2009,45,2,2,1,1,1,1,0,0,2
4605,2009,29,2,2,2,1,-1,1,0,0,2
4606,2009,40,1,2,2,1,-1,1,0,0,2
4613,2009,30,1,2,1,1,1,1,0,0,2
4626,2009,36,1,5,-1,2,-1,1,0,0,2
4652,2009,44,1,5,2,1,2,1,0,0,2
4659,2009,36,1,5,2,1,1,2,0,0,2
4661,2009,29,1,5,-1,1,-1,1,0,0,2
4670,2009,49,1,5,-1,1,-1,2,0,0,2
4681,2009,60,1,5,2,2,2,2,0,0,2
4682,2009,62,1,5,2,2,2,2,0,0,2
4686,2009,37,1,5,2,2,-1,-1,1,4,2
4688,2009,62,1,5,-1,2,-1,2,0,0,2
4692,2009,28,1,5,2,1,2,1,0,0,2
4696,2009,48,1,5,-1,2,2,2,0,0,2
4702,2009,44,1,3,2,2,2,1,0,0,2
4705,2009,36,1,3,1,2,2,2,0,0,2
4714,2009,53,1,3,1,2,1,1,0,0,2
4719,2009,58,1,3,2,2,2,2,0,0,2
4725,2009,30,1,3,2,2,2,2,0,0,2
4732,2009,59,1,3,2,2,2,2,0,0,2
4736,2009,42,1,3,2,2,-1,-1,0,0,2
4738,2009,27,1,3,2,2,2,2,0,0,2
4744,2009,19,1,3,2,2,1,2,0,0,2
4748,2009,46,1,3,2,2,-1,1,0,0,2
4752,2009,50,1,3,2,1,-1,1,0,0,2
4756,2009,39,1,3,1,2,2,2,0,0,2
4774,2009,37,2,3,2,2,2,1,0,0,2
4775,2009,56,1,3,2,1,2,2,0,0,2
4776,2009,32,1,3,1,2,1,2,0,0,2
4777,2009,36,1,3,-2,2,-1,2,0,0,2
4780,2009,37,2,3,2,1,2,2,0,0,2
4781,2009,35,2,3,1,1,2,2,0,0,2
4783,2009,34,2,3,2,1,1,1,0,0,2
4784,2009,46,1,3,2,2,-1,1,0,0,2
4785,2009,37,1,3,2,2,2,2,0,0,2
4786,2009,27,1,3,2,1,-1,2,0,0,2
4787,2009,23,2,3,2,1,2,1,0,0,2
4796,2009,28,1,3,2,2,2,1,0,0,2
4798,2009,45,1,3,1,2,1,2,0,0,2
4805,2009,37,2,3,2,1,2,2,0,0,2
4814,2009,40,1,3,2,2,2,1,0,0,2
4818,2009,28,1,3,1,2,2,1,0,0,2
4825,2009,59,1,3,2,1,2,1,0,0,2
4826,2009,26,1,3,2,1,2,1,0,0,2
4828,2009,48,1,3,2,2,-1,1,0,0,2
4831,2009,54,1,3,2,2,-1,2,0,0,2
4845,2009,29,1,3,2,2,-1,2,0,0,2
4847,2009,52,1,3,2,2,-1,1,0,0,2
4848,2009,25,1,3,-1,2,-1,2,0,0,2
4849,2009,52,1,3,2,2,2,1,0,0,2
4850,2009,51,2,3,1,2,-1,-2,0,0,2
4858,2009,24,2,3,1,1,-1,1,0,0,1
4860,2009,37,1,3,2,-1,1,1,0,0,1
4861,2009,23,2,3,2,1,1,1,1,2,1
4867,2009,42,1,3,2,1,1,1,1,2,1
4868,2009,21,1,3,2,1,2,2,0,0,1
4869,2009,28,1,3,1,1,-1,2,0,0,2
4870,2009,26,2,3,1,1,2,2,1,0,2
4881,2009,26,1,3,-1,1,1,1,0,0,2
4886,2009,31,1,3,2,1,1,2,0,0,2
4890,2009,53,1,3,1,-1,1,2,0,0,2
4894,2009,48,1,3,2,2,2,2,0,0,2
4895,2009,32,2,3,-1,1,-1,-1,0,0,2
4899,2009,26,1,3,2,2,1,2,0,0,2
4901,2009,35,1,3,1,1,-1,-1,0,0,2
4916,2009,44,1,3,1,1,2,1,0,0,2
4930,2009,55,1,3,-1,-1,1,-1,0,0,2
4934,2009,30,1,3,2,1,2,1,0,0,2
4939,2009,41,1,2,1,1,2,2,0,0,2
4940,2009,24,1,2,2,2,2,1,0,0,2
4941,2009,45,2,2,2,1,1,1,0,0,2
4948,2009,37,2,2,2,1,-1,2,0,0,1
4965,2009,29,1,2,2,1,2,1,0,0,2
4977,2009,39,1,2,2,2,2,-1,0,0,1
4984,2009,28,1,2,2,1,2,1,0,0,1
4990,2009,24,1,2,2,1,1,1,0,0,1
4993,2009,22,1,2,2,1,2,1,0,0,2
4996,2009,19,1,2,2,1,1,-1,0,0,1
5002,2009,39,1,2,2,1,2,1,0,0,2
5004,2009,40,1,2,2,1,-1,2,1,7,2
5010,2009,46,1,2,1,2,-2,2,0,0,1
5012,2009,26,1,2,2,1,1,1,0,0,1
5015,2009,33,1,2,1,1,2,1,0,0,1
5016,2009,48,1,2,2,1,2,1,0,0,2
5017,2009,22,1,2,2,1,2,1,0,0,1
5029,2009,26,1,2,2,1,2,2,1,6,1
5042,2009,34,1,2,2,1,2,1,0,0,1
5045,2009,53,1,2,2,1,2,1,0,0,1
5056,2009,30,1,2,2,1,1,1,0,0,1
5085,2009,53,1,2,2,1,2,1,0,0,1
5105,2009,57,1,5,1,1,1,1,0,0,1
5107,2009,52,1,5,2,1,1,1,0,0,1
5112,2009,18,1,5,2,1,1,2,0,0,1
5115,2009,30,2,5,1,2,1,1,0,0,1
5128,2009,29,2,5,2,2,2,1,0,0,1
5130,2009,35,2,5,1,2,2,1,0,0,1
5137,2009,48,1,5,2,1,1,2,0,0,1
5140,2009,26,1,5,2,2,2,2,0,0,2
5146,2009,50,1,5,2,1,2,2,0,0,1
5148,2009,50,1,5,2,1,-1,2,0,0,2
5152,2009,64,1,5,2,1,1,1,0,0,1
5155,2009,28,1,5,2,1,1,2,0,0,1
5157,2009,45,1,5,1,2,2,2,0,0,2
5159,2009,18,1,5,2,1,-1,1,0,0,2
5163,2009,55,1,5,2,1,-1,2,0,0,1
5164,2009,23,1,5,2,1,-1,2,0,0,1
5169,2009,38,1,5,2,2,2,1,0,0,1
5171,2009,37,1,5,2,1,-1,1,1,0,1
5173,2009,49,1,5,2,1,1,2,1,0,1
5175,2009,28,1,5,2,1,1,1,1,0,1
5179,2009,32,2,4,2,1,2,2,0,0,1
5182,2009,64,1,1,2,1,1,1,0,0,1
5188,2009,35,1,1,1,1,2,1,0,0,1
5190,2009,64,1,4,2,1,1,1,0,0,1
5193,2009,47,1,4,2,1,1,2,0,0,2
5210,2009,32,1,4,-1,1,-1,2,0,0,2
5211,2009,32,1,4,2,1,-1,2,0,0,2
5214,2009,32,1,4,2,1,1,1,0,0,1
5227,2009,32,1,4,2,1,-1,1,0,0,1
5228,2009,32,1,4,2,2,2,2,0,0,2
5229,2009,32,1,4,2,1,2,2,1,0,1
5230,2009,48,1,4,2,1,-1,2,0,0,1
5237,2009,32,2,4,1,1,1,1,0,0,2
5244,2009,42,2,4,2,1,1,1,0,0,2
5252,2009,38,2,4,2,1,1,1,0,0,1
5254,2009,53,1,4,2,1,1,1,0,0,2
5256,2009,40,1,4,2,1,-1,1,0,0,2
5261,2009,56,1,4,2,1,1,2,0,0,1
5267,2009,27,1,4,2,1,1,1,0,0,2
5272,2009,32,1,4,2,1,1,2,1,2,2
5275,2009,26,1,4,2,1,2,1,0,0,1
5284,2009,29,2,1,2,1,2,2,0,0,2
5285,2009,45,1,4,1,1,2,2,0,0,1
5286,2009,20,1,1,2,1,1,2,0,0,1
5289,2009,48,1,1,2,1,2,1,1,4,1
5304,2009,32,1,4,2,1,-1,2,0,0,2
5306,2009,32,1,4,2,1,-1,1,0,0,2
5308,2009,32,2,4,-1,1,-1,2,0,0,2
5309,2009,19,2,4,2,1,2,2,0,0,1
5311,2009,32,1,4,2,1,-1,2,0,0,2
5320,2009,28,2,4,2,1,1,1,0,0,2
5322,2009,30,2,4,1,1,-1,2,1,6,1
5324,2009,32,1,4,2,-1,-1,2,0,0,2
5326,2009,32,1,4,2,-1,-1,2,0,0,2
5327,2009,32,1,4,2,-1,-1,2,0,0,2
5330,2009,32,1,4,2,2,2,2,0,0,2
5332,2009,32,2,4,2,1,-1,2,0,0,2
5336,2009,26,1,2,2,1,1,1,0,0,1
5427,2009,20,2,6,2,1,1,2,0,0,1
5429,2009,30,2,6,2,1,2,2,0,0,1
5441,2009,30,1,6,2,1,1,1,0,0,1
5447,2009,29,1,6,2,1,2,1,0,0,1
5451,2009,27,1,6,2,1,2,1,0,0,1
5455,2009,25,1,6,1,1,1,2,0,0,2
5462,2009,43,1,6,2,2,2,1,0,0,2
5464,2009,24,1,6,1,1,1,1,0,0,1
5469,2009,21,1,6,1,1,1,1,1,9,1
5472,2009,29,2,6,2,1,2,2,0,0,2
5478,2009,34,2,6,1,1,1,-1,0,0,2
5480,2009,33,1,6,1,1,2,2,1,6,2
5484,2009,28,2,6,2,1,2,2,0,0,1
5494,2009,33,1,5,1,1,2,1,0,0,1
5496,2009,30,2,1,2,1,2,2,0,0,1
5498,2009,40,2,5,2,1,1,1,0,0,2
5499,2009,31,1,5,1,1,1,1,0,0,1
5500,2009,47,1,5,1,1,2,2,0,0,2
5503,2009,20,1,1,2,2,1,1,0,0,1
5504,2009,21,2,1,2,1,1,2,0,0,1
5506,2009,28,1,1,2,2,1,1,0,0,1
5510,2009,30,1,4,2,1,1,1,0,0,1
5511,2009,26,2,5,2,1,1,1,0,0,1
5513,2009,19,2,5,1,1,1,1,0,0,1
5518,2009,18,1,5,2,1,2,1,0,0,1
5519,2009,45,1,5,2,1,1,2,0,0,1
5521,2009,21,2,5,2,2,2,2,0,0,1
5522,2009,21,1,5,2,1,2,1,0,0,1
5526,2009,28,1,5,2,2,1,1,0,0,1
5528,2009,21,2,5,2,1,1,2,0,0,1
5529,2009,20,1,5,2,2,1,1,0,0,1
5530,2009,30,2,5,2,1,2,2,0,0,1
5533,2009,48,1,5,2,1,2,1,1,4,1
5534,2009,20,1,5,2,1,1,2,0,0,1
5535,2009,29,2,5,2,1,2,2,0,0,2
5538,2009,36,1,5,2,1,1,2,0,0,1
5542,2009,19,2,5,2,1,1,1,0,0,1
5545,2009,47,1,5,2,1,1,2,0,0,2
5546,2009,18,1,5,1,2,1,1,0,0,2
5548,2009,18,1,5,2,1,2,2,0,0,1
5550,2009,40,1,5,1,1,1,1,1,9,2
5552,2009,40,1,5,1,1,2,2,0,0,2
5556,2009,41,1,5,1,2,2,2,0,0,2
5557,2009,40,1,5,1,1,2,2,0,0,2
5564,2009,19,1,5,2,1,1,1,0,0,1
5566,2009,28,2,5,2,1,2,1,0,0,1
5567,2009,23,2,5,2,2,2,2,0,0,2
5570,2009,36,1,5,2,2,2,2,0,0,2
5574,2009,33,1,6,2,1,1,1,0,0,2
5575,2009,36,2,6,2,2,1,1,0,0,2
5581,2009,31,1,6,1,1,1,1,0,0,2
5588,2009,31,1,6,1,2,2,1,0,0,2
5591,2009,46,1,6,1,1,2,2,0,0,2
5600,2009,43,1,6,1,1,2,2,0,0,2
5602,2009,32,2,6,1,2,-1,2,0,0,2
5618,2009,32,1,6,-2,-2,-2,-2,0,0,2
5622,2009,28,1,6,2,1,1,2,1,0,1
5627,2009,35,1,6,2,1,1,1,1,0,1
5641,2009,33,1,6,1,1,2,2,0,0,1
5652,2009,20,1,5,2,2,-1,1,0,0,-2
5653,2009,39,1,5,2,1,2,2,0,0,1
5655,2009,62,1,5,2,1,1,1,1,6,1
5657,2009,29,2,5,2,1,2,1,0,0,2
5659,2009,39,1,5,2,1,-1,1,0,0,1
5660,2009,33,1,5,2,1,-2,1,0,0,2
5661,2009,19,2,5,2,1,2,2,0,0,1
5663,2009,45,1,5,1,1,2,1,0,0,1
5664,2009,40,2,5,2,1,1,1,0,0,1
5667,2009,19,1,5,2,1,-1,1,0,0,1
5672,2009,55,1,5,1,1,1,1,0,0,1
5673,2009,29,1,5,2,1,2,1,0,0,1
5675,2009,60,1,5,2,1,2,1,0,0,1
5678,2009,30,1,5,1,1,1,1,0,0,1
5680,2009,29,1,5,2,1,2,1,0,0,1
5681,2009,22,1,5,2,1,-1,1,0,0,1
5682,2009,35,1,5,2,-2,-1,1,0,0,-1
5683,2009,23,2,5,2,1,2,1,0,0,1
5684,2009,25,1,5,2,1,2,1,0,0,2
5685,2009,36,1,5,1,1,1,1,0,0,1
5686,2009,27,1,5,1,1,1,1,0,0,1
5690,2009,28,1,5,2,1,1,1,0,0,1
5691,2009,25,1,5,2,1,1,1,0,0,1
5692,2009,40,1,5,2,1,2,1,1,0,1
5693,2009,45,1,5,1,1,1,1,0,0,2
5694,2009,40,1,5,1,1,1,1,0,0,1
5697,2009,30,2,5,2,1,1,1,0,0,2
5698,2009,21,1,5,2,1,1,1,0,0,1
5699,2009,38,2,5,2,1,1,1,0,0,1
5702,2009,28,1,5,2,1,1,1,0,0,1
5704,2009,45,1,5,2,1,1,1,0,0,1
5706,2009,28,1,5,2,1,1,1,0,0,2
5709,2009,40,1,5,2,2,1,1,0,0,2
5710,2009,23,1,5,1,2,1,1,0,0,1
5712,2009,38,1,5,2,1,2,2,0,0,-1
5713,2009,40,1,5,2,1,1,1,0,0,2
5714,2009,38,1,5,2,1,1,1,0,0,2
5715,2009,45,1,5,2,1,1,1,0,0,1
5720,2009,23,1,5,2,2,1,2,0,0,1
5722,2009,49,1,5,2,2,2,1,0,0,1
5724,2009,27,1,5,2,1,1,1,0,0,2
5725,2009,32,2,5,2,1,1,2,0,0,2
5727,2009,54,1,5,2,1,1,1,0,0,2
5728,2009,22,1,5,2,1,1,1,0,0,1
5729,2009,54,1,5,2,1,1,1,0,0,2
5731,2009,50,1,5,1,1,2,2,0,0,1
5732,2009,25,1,5,2,2,2,2,0,0,2
5733,2009,36,1,5,2,1,2,1,0,0,2
5734,2009,20,1,5,2,1,2,1,1,0,2
5735,2009,43,2,5,1,1,1,1,0,0,1
5737,2009,36,1,5,2,2,2,1,0,0,1
5739,2009,27,1,5,1,2,2,1,0,0,2
5740,2009,42,1,5,-1,1,1,1,0,0,1
5742,2009,41,2,5,1,2,-1,1,0,0,2
5743,2009,52,1,5,1,2,2,1,0,0,2
5744,2009,24,2,5,1,1,-1,1,0,0,1
5746,2009,35,2,5,1,1,1,1,0,0,1
5747,2009,33,2,5,2,1,1,1,0,0,1
5753,2009,28,2,5,1,2,-1,2,0,0,2
5755,2009,39,1,5,2,0,0,1,0,0,2
5762,2009,45,1,5,1,2,-1,2,0,0,2
5765,2009,29,1,5,1,2,2,1,0,0,2
5768,2009,59,1,5,2,1,2,1,0,0,2
5776,2009,24,1,5,2,1,1,1,0,0,1
5777,2009,32,1,5,2,1,2,1,0,0,1
5779,2009,27,2,5,-2,-2,-2,-2,0,0,2
5782,2009,55,1,5,2,1,2,1,0,0,1
5783,2009,30,1,5,2,2,2,1,0,0,1
5789,2009,54,1,5,2,1,1,1,0,0,2
5790,2009,29,2,5,2,2,1,1,0,0,2
5795,2009,54,1,5,2,1,1,1,0,0,2
5796,2009,42,2,5,2,1,1,1,0,0,2
5797,2009,19,1,5,2,2,1,1,0,0,1
5798,2009,25,2,5,2,1,1,1,0,0,2
5799,2009,35,2,5,2,1,1,1,0,0,1
5801,2009,29,1,5,2,1,1,1,0,0,2
5802,2009,27,1,5,1,1,1,1,0,0,1
5803,2009,27,1,5,2,2,1,1,0,0,1
5809,2009,23,2,5,2,1,1,1,0,0,1
5810,2009,40,1,5,2,2,1,1,0,0,2
5817,2009,24,1,5,1,2,2,2,0,0,2
5829,2009,38,1,5,1,1,1,1,0,0,2
5875,2009,26,1,5,2,1,1,1,0,0,2
5880,2009,19,1,5,2,1,2,1,0,0,2
5890,2009,57,1,5,1,2,2,2,0,0,2
5892,2009,50,1,4,2,1,2,2,0,0,1
5905,2009,28,2,4,2,-1,2,2,0,0,2
5906,2009,34,2,4,2,1,-1,1,0,0,1
5916,2009,24,1,4,2,1,-1,1,0,0,1
5919,2009,47,1,4,2,1,-1,1,0,0,2
5934,2009,30,1,4,2,1,2,1,0,0,2
5945,2009,43,1,4,2,1,-1,1,0,0,2
5955,2009,46,1,4,2,1,2,1,0,0,1
5972,2009,25,2,5,2,1,1,1,1,8,1
5973,2009,19,2,5,2,1,2,2,0,0,1
5974,2009,40,1,5,2,1,2,1,0,0,2
5977,2009,21,1,5,2,1,1,1,0,0,1
5978,2009,21,2,5,2,1,-1,2,0,0,2
5985,2009,32,2,5,2,1,1,2,0,0,1
5987,2009,53,2,5,1,1,1,1,0,0,1
5989,2009,28,1,5,2,1,1,1,0,0,2
5996,2009,32,2,5,1,2,1,-1,0,0,2
5998,2009,27,1,5,2,1,2,1,0,0,1
6000,2009,32,2,5,1,1,1,1,0,0,2
6006,2009,23,2,5,1,2,1,1,1,0,1
6007,2009,19,1,5,1,1,2,1,1,6,2
6008,2009,45,1,5,2,1,2,1,0,0,1
6011,2009,46,2,5,1,2,1,2,1,6,1
6013,2009,32,2,5,2,1,1,1,0,0,2
6021,2009,32,1,5,2,1,2,1,0,0,1
6022,2009,33,1,5,2,1,1,1,0,0,1
6023,2009,47,1,5,2,1,2,1,0,0,2
6028,2009,36,1,5,2,2,2,1,0,0,2
6030,2009,50,1,5,2,1,2,2,1,10,2
6032,2009,51,1,5,2,1,1,1,1,8,2
6038,2009,32,1,5,2,1,2,1,0,0,2
6039,2009,32,1,5,2,1,1,1,0,10,2
6041,2009,33,1,5,1,2,2,1,0,0,2
6043,2009,32,1,5,2,1,2,1,0,0,2
6044,2009,46,1,5,2,1,1,1,0,0,2
6045,2009,52,1,5,1,2,2,1,0,0,2
6048,2009,21,1,5,2,1,2,2,0,0,2
6051,2009,20,1,5,2,1,-1,-1,0,0,1
6052,2009,22,1,5,2,1,2,1,0,0,1
6053,2009,46,1,5,1,1,2,1,0,0,1
6054,2009,27,1,5,-2,-2,-2,-2,0,0,2
6055,2009,30,1,5,2,1,-1,1,1,0,1
